name,business_status,place_id,formatted_phone_number,formatted_address,url,website,rating,user_ratings_total,street_address,city,province,zipcode,country,location_name
Antiquum Farm Tasting Room,OPERATIONAL,ChIJuQcnBo-qwVQRmu-NMvQBQqQ,(541) 998-3153,"25075 Jaeg Rd, Junction City, OR 97448, USA",https://maps.google.com/?cid=11836024919014895514,http://antiquumfarm.com/,5,16,25075 Jaeg Rd, Junction City,OR,97448, USA,
Soloro Vineyard,OPERATIONAL,ChIJMQHvH0d9xVQRD3r8DQ3fr3Y,(541) 862-2693,"9110 N Applegate Rd, Grants Pass, OR 97527, USA",https://maps.google.com/?cid=8552299464562080271,http://solorovineyard.wordpress.com/2010/06/07/about-the-applegate-wine-trail/,4.4,11,9110 N Applegate Rd, Grants Pass,OR,97527, USA,
Pfeiffer Winery & Tasting Room,OPERATIONAL,ChIJcYSHwo6qwVQRr1MNwzGcWmc,(541) 998-2828,"25040 Jaeg Rd, Junction City, OR 97448, USA",https://maps.google.com/?cid=7447436671350297519,https://pfeifferwinery.com/,4.8,115,25040 Jaeg Rd, Junction City,OR,97448, USA,
Illahe Vineyards and Winery,OPERATIONAL,ChIJf51UGMUCwFQRmn-5T0mHSXI,(503) 831-1248,"3275 Ballard Rd, Dallas, OR 97338, USA",https://maps.google.com/?cid=8235262142563581850,http://www.illahevineyards.com/,4.7,28,3275 Ballard Rd, Dallas,OR,97338, USA,
Territorial Vineyards & Wine Company,OPERATIONAL,ChIJt8DdfXQewVQR94-C_hfZn74,(541) 684-9463,"907 W 3rd Ave, Eugene, OR 97402, USA",https://maps.google.com/?cid=13735936085580746743,http://territorialvineyards.com/,4.6,37,907 W 3rd Ave, Eugene,OR,97402, USA,
North Valley Vineyards,OPERATIONAL,ChIJMUXbHeRqlVQRVxGePwpQ8T8,(503) 435-8265,"1326 OR-99W #104, Dundee, OR 97115, USA",https://maps.google.com/?cid=4607551898723946839,http://northvalleyvineyards.com/,5,9,1326 OR-99W #104, Dundee,OR,97115, USA,
Saffron Fields Vineyard,OPERATIONAL,ChIJgcBeyek-lVQRkvAZEPovAPI,(503) 662-5323,"18748 NE Laughlin Rd, Yamhill, OR 97148, USA",https://maps.google.com/?cid=17437990508237025426,http://saffronfields.com/,4.5,67,18748 NE Laughlin Rd, Yamhill,OR,97148, USA,
Evensong Winery,OPERATIONAL,ChIJCd7n49EZxFQRSrHlFYkrqxo,(541) 530-3551,"981 Old Garden Valley Rd, Roseburg, OR 97471, USA",https://maps.google.com/?cid=1921677533781537098,https://evensongwinery.com/,4,1,981 Old Garden Valley Rd, Roseburg,OR,97471, USA,
Bells Up Winery,OPERATIONAL,ChIJ827r8edqlVQRKa6xF9uEnMA,(503) 537-1328,"OPEN BY APPOINTMENT PLEASE, 27895 NE Bell Rd, Newberg, OR 97132, USA",https://maps.google.com/?cid=13879114228179250729,http://www.bellsupwinery.com/,5,57, 27895 NE Bell Rd, Newberg,OR,97132, USA,
Jachter Vineyard llc,OPERATIONAL,ChIJqdZBRoQVlVQReHt1XZT9nOI,(971) 205-8301,"18615 NE Tykeson Rd, Newberg, OR 97132, USA",https://maps.google.com/?cid=16329205162603543416,https://www.jachterwine.com/Contact-Us/Sign-up-for-an-Account,,,18615 NE Tykeson Rd, Newberg,OR,97132, USA,
Beacon Hill Winery & Vineyard,OPERATIONAL,ChIJP4oE-mI4lVQRCRDI6MT_Uvc,(503) 662-5212,"22251 NE Laughlin Rd, Gaston, OR 97119, USA",https://maps.google.com/?cid=17821587896642572297,http://www.beaconhillwinery.com/,4.9,47,22251 NE Laughlin Rd, Gaston,OR,97119, USA,
Gramercy Cellars,OPERATIONAL,ChIJyS-YaWlqolQRBi8ZSO8OqCc,(509) 876-2427,"635 N 13th Ave, Walla Walla, WA 99362, USA",https://maps.google.com/?cid=2857550384436162310,http://www.gramercycellars.com/,4.9,49,635 N 13th Ave, Walla Walla,WA,99362, USA,
Villa Catalana Cellars,OPERATIONAL,ChIJy7gJV3BwlVQRIxiZ0HePMbQ,(503) 683-3888,"11900 S Criteser Rd, Oregon City, OR 97045, USA",https://maps.google.com/?cid=12984316945449424931,http://www.villacatalanacellars.com/,4.7,88,11900 S Criteser Rd, Oregon City,OR,97045, USA,
Winter's Hill Estate,OPERATIONAL,ChIJWfNtLMRGlVQREgMLERWywFQ,(503) 864-4592,"6451 NE Hilltop Ln, Dayton, OR 97114, USA",https://maps.google.com/?cid=6107076898264384274,https://wintershillwine.com/,4.9,183,6451 NE Hilltop Ln, Dayton,OR,97114, USA,
River's Edge Winery,OPERATIONAL,ChIJDehEUQpXwVQR496oID9kAVM,(541) 584-2357,"1395 River Dr, Elkton, OR 97436, USA",https://maps.google.com/?cid=5981172002418384611,http://www.riversedgewinery.com/,4.6,37,1395 River Dr, Elkton,OR,97436, USA,
Seven Bridges Winery,OPERATIONAL,ChIJt-n5RFqnlVQR5DwhGTve1hk,(503) 203-2583,"2303 N Harding Ave, Portland, OR 97227, USA",https://maps.google.com/?cid=1861919841370324196,http://www.sevenbridgeswinery.com/,4.6,34,2303 N Harding Ave, Portland,OR,97227, USA,
Isenhower Cellars,OPERATIONAL,ChIJqXPayyZColQRvhXcUAe5f34,(509) 526-7896,"3471 Pranger Rd, Walla Walla, WA 99362, USA",https://maps.google.com/?cid=9115207611893683646,http://www.isenhowercellars.com/,4.9,36,3471 Pranger Rd, Walla Walla,WA,99362, USA,
Ghost Hill Cellars,OPERATIONAL,ChIJs4Aidk9HlVQRc_xoeCF1iPE,(503) 883-3064,"12220 NE Bayliss Rd, Carlton, OR 97111, USA",https://maps.google.com/?cid=17404289546587798643,http://www.ghosthillcellars.com/,4.7,19,12220 NE Bayliss Rd, Carlton,OR,97111, USA,
Champoeg Wine Cellars Inc,OPERATIONAL,ChIJB4dal0VolVQRqskDqQtwO0A,(503) 678-2144,"10375 Champoeg Rd NE, Aurora, OR 97002, USA",https://maps.google.com/?cid=4628416237435865514,http://www.champoegwine.com/,,,10375 Champoeg Rd NE, Aurora,OR,97002, USA,
Chateau Lorane,OPERATIONAL,ChIJNdln3D05wVQRP5h-7LTPjaI,(541) 942-8028,"27415 Siuslaw Rd, Lorane, OR 97451, USA",https://maps.google.com/?cid=11713246581829310527,https://www.chateaulorane.com/,4.8,25,27415 Siuslaw Rd, Lorane,OR,97451, USA,
Marcella Terrace Vineyard LLC,OPERATIONAL,ChIJMSn8_WVmolQR4a9l9T-4xz8,(509) 525-1615,"406 Lower Dry Creek Rd, Walla Walla, WA 99362, USA",https://maps.google.com/?cid=4595844529594413025,,5,1,406 Lower Dry Creek Rd, Walla Walla,WA,99362, USA,
Eagles Nest Reserve Vineyard and Winery,OPERATIONAL,ChIJpRiZbyQHlVQRHNAhH1oZFrU,(425) 213-2787,"12995 NW Bishop Rd, Hillsboro, OR 97124, USA",https://maps.google.com/?cid=13048644845212651548,https://eaglesnestreserve.com/,5,3,12995 NW Bishop Rd, Hillsboro,OR,97124, USA,
2Hawk Vineyard & Winery,OPERATIONAL,ChIJE1_ODyV6z1QRmI5rQbJtK7A,(541) 779-9463,"2335 N Phoenix Rd, Medford, OR 97504, USA",https://maps.google.com/?cid=12694360587043049112,https://www.2hawk.wine/,4.5,111,2335 N Phoenix Rd, Medford,OR,97504, USA,
Hood River Vineyards and Winery,OPERATIONAL,ChIJc3SZKa8OllQRJecy6f4_aXQ,(541) 386-3772,"4693 Westwood Dr, Hood River, OR 97031, USA",https://maps.google.com/?cid=8388306145020929829,http://hoodrivervineyardsandwinery.com/,3.9,9,4693 Westwood Dr, Hood River,OR,97031, USA,
Granville Wine Co.,OPERATIONAL,ChIJPco6-MpBlVQRaIW445WcQAs,,"10464 Jory Ln, Dundee, OR 97115, USA",https://maps.google.com/?cid=810820100511270248,http://granvillewines.com/,4.7,6,10464 Jory Ln, Dundee,OR,97115, USA,
RR Winery,OPERATIONAL,ChIJh8ci4y0iVUAROOrRxlFbR9E,(503) 789-4350,"801 N Scott St, Carlton, OR 97111, USA",https://maps.google.com/?cid=15080122284059519544,http://www.ribbonridgewinery.com/,,,801 N Scott St, Carlton,OR,97111, USA,
Forgeron Cellars Winery & Tasting Room,OPERATIONAL,ChIJizAkYntqolQRInv0lIr_HBA,(509) 522-9463,"33 W Birch St, Walla Walla, WA 99362, USA",https://maps.google.com/?cid=1161083774624365346,http://www.forgeroncellars.com/,4.6,21,33 W Birch St, Walla Walla,WA,99362, USA,
REX HILL,OPERATIONAL,ChIJV1L9zVFqlVQRXTutScavZ2g,(503) 538-0666,"30835 OR-99W, Newberg, OR 97132, USA",https://maps.google.com/?cid=7523174968720178013,http://www.rexhill.com/,4.5,132,30835 OR-99W, Newberg,OR,97132, USA,
Aramenta Cellars,OPERATIONAL,ChIJXT9rlro_lVQRRzZTgr07ir4,(503) 538-7230,"17979 NE Lewis Rogers Ln, Newberg, OR 97132, USA",https://maps.google.com/?cid=13729852099113727559,http://www.aramentacellars.com/,4.8,18,17979 NE Lewis Rogers Ln, Newberg,OR,97132, USA,
Bluebird Hill Cellars,OPERATIONAL,ChIJN__uU6pTwFQRlm9_Gndu4Us,(541) 424-2478,"25059 Larson Rd, Monroe, OR 97456, USA",https://maps.google.com/?cid=5467772880429215638,http://www.bluebirdhillcellars.wine/,4.9,26,25059 Larson Rd, Monroe,OR,97456, USA,
Quady North at RiverCrest,OPERATIONAL,ChIJxeKlEMiXz1QRZNmvs9ugdmQ,(541) 702-2123,"8127 Upper Applegate Rd, Jacksonville, OR 97530, USA",https://maps.google.com/?cid=7239150316517579108,http://www.quadynorth.com/,5,3,8127 Upper Applegate Rd, Jacksonville,OR,97530, USA,
CAVU Cellars,OPERATIONAL,ChIJ4ZSprkEVolQRUCWw-KgbP_s,(509) 540-6352,"175 E Aeronca Ave, Walla Walla, WA 99362, USA",https://maps.google.com/?cid=18104219439593432400,http://www.cavucellars.com/,4.8,31,175 E Aeronca Ave, Walla Walla,WA,99362, USA,
Ponzi Vineyards,OPERATIONAL,ChIJWw3xEO4SlVQRfhGtgZ_xMVI,(503) 628-1227,"19500 SW Mountain Home Rd, Sherwood, OR 97140, USA",https://maps.google.com/?cid=5922780652346610046,http://www.ponzivineyards.com/,4.1,206,19500 SW Mountain Home Rd, Sherwood,OR,97140, USA,
Haden Fig,OPERATIONAL,ChIJgQL5OxtVlVQRbiom-qBsGc8,,"3795 Wallace Rd NW, Salem, OR 97304, USA",https://maps.google.com/?cid=14923078278916221550,https://hadenfig.com/,,,3795 Wallace Rd NW, Salem,OR,97304, USA,
Cathedral Ridge Winery,OPERATIONAL,ChIJb01yiQtBlVQR9rgEJuRwW3M,(503) 537-9977,"974 OR-99W, Dundee, OR 97115, USA",https://maps.google.com/?cid=8312361662435080438,http://www.cathedralridgewinery.com/,4.7,80,974 OR-99W, Dundee,OR,97115, USA,
R Stuart & Co. Tasting Room & Wine Bar,OPERATIONAL,ChIJPali3dxIlVQRq_1dgXOMV5o,(503) 472-4477,"528 NE 3rd St, McMinnville, OR 97128, USA",https://maps.google.com/?cid=11121512232534277547,http://www.rstuartandco.com/,4.8,50,528 NE 3rd St, McMinnville,OR,97128, USA,
Stoller Family Estate,OPERATIONAL,ChIJieAbiJlGlVQRz7RIkU2A8ms,(503) 864-3404,"16161 NE McDougall Rd, Dayton, OR 97114, USA",https://maps.google.com/?cid=7778420577060566223,http://www.stollerfamilyestate.com/,4.6,372,16161 NE McDougall Rd, Dayton,OR,97114, USA,
Styring Vineyards,OPERATIONAL,ChIJOaFw_TQ-lVQRNg0lh9Ww5Ak,(503) 866-6741,"19960 NE Ribbon Ridge Rd, Newberg, OR 97132, USA",https://maps.google.com/?cid=712889072173255990,http://www.styringvineyards.com/,4.8,33,19960 NE Ribbon Ridge Rd, Newberg,OR,97132, USA,
Retour Winery,OPERATIONAL,ChIJq6r6Gt1IlVQRAhuIwhs2-rc,(971) 237-4757,"336 NE Davis St, McMinnville, OR 97128, USA",https://maps.google.com/?cid=13256967945974192898,https://www.retourwines.com/Tasting-Experience,,,336 NE Davis St, McMinnville,OR,97128, USA,
Whitetail Ridge Vineyard,OPERATIONAL,ChIJMe1FCzE-xFQR34kmZ5eaIhA,(541) 580-3340,"5920 Flournoy Valley Rd, Roseburg, OR 97471, USA",https://maps.google.com/?cid=1162661628876327391,http://whitetailridgevineyard.com/,5,1,5920 Flournoy Valley Rd, Roseburg,OR,97471, USA,
Brian Carter Cellars,OPERATIONAL,ChIJh6wc3bINkFQRttGRJlLx5Tc,(425) 806-9463,"17140 135th Ave NE STE 1030, Woodinville, WA 98072, USA",https://maps.google.com/?cid=4027890776889479606,http://www.briancartercellars.com/,4.2,66,17140 135th Ave NE STE 1030, Woodinville,WA,98072, USA,
Cayuse Vineyards Production Studio,OPERATIONAL,ChIJR7tT2LJcolQRwfg3MovJtyk,(509) 526-0686,"53863 Hwy 332, Sunnyside Rd, Milton-Freewater, OR 97862, USA",https://maps.google.com/?cid=3006092875973261505,http://www.cayusevineyards.com/,4.9,13, Sunnyside Rd, Milton-Freewater,OR,97862, USA,
Willamette Valley Vineyards McMinnville Tasting Room,OPERATIONAL,ChIJ8cGtrd1IlVQR-Ci9Ek8RUdI,(503) 883-9013,"300 NE 3rd St, McMinnville, OR 97128, USA",https://maps.google.com/?cid=15154913252392904952,https://www.wvv.com/McMinnville,4.7,195,300 NE 3rd St, McMinnville,OR,97128, USA,
Horsepower Vineyard,OPERATIONAL,ChIJnVEpwYFrolQRFXWbCpaYGKw,(509) 526-1515,"17 E Main St, Walla Walla, WA 99362, USA",https://maps.google.com/?cid=12400829344155137301,https://horsepowervineyards.com/,,,17 E Main St, Walla Walla,WA,99362, USA,
Armstrong Family Winery - Downtown Walla Walla Tasting Room,OPERATIONAL,ChIJ4095b2NqolQRxrFhC01pB64,(509) 524-8494,"14 W Main St, Walla Walla, WA 99362, USA",https://maps.google.com/?cid=12540107467060785606,http://www.armstrongwinery.com/,4.8,39,14 W Main St, Walla Walla,WA,99362, USA,
Domaine Divio,OPERATIONAL,ChIJe0yLlLA_lVQRSsUU-O1x9E4,(503) 334-0903,"16435 NE Lewis Rogers Ln, Newberg, OR 97132, USA",https://maps.google.com/?cid=5689297496159077706,http://domainedivio.com/,4.8,96,16435 NE Lewis Rogers Ln, Newberg,OR,97132, USA,
Savage Grace Wines,OPERATIONAL,ChIJ_ezN9eYNllQR32-v_cmI_UM,(206) 920-4206,"442 Kramer Rd, Underwood, WA 98651, USA",https://maps.google.com/?cid=4899222370774904799,http://savagegracewines.com/,4.9,14,442 Kramer Rd, Underwood,WA,98651, USA,
WooHoo Winery Tasting Room,OPERATIONAL,ChIJBbUlpIxNmlQRe91hXA3gWGU,(509) 888-7225,"725 Front St, Leavenworth, WA 98826, USA",https://maps.google.com/?cid=7302833143770373499,http://www.woohoowinery.com/,4.4,57,725 Front St, Leavenworth,WA,98826, USA,
Lewman Vineyard,OPERATIONAL,ChIJ52LwnpxUlVQREOqFdOf56R4,(503) 365-8859,"6080 Bethel Heights Rd NW, Salem, OR 97304, USA",https://maps.google.com/?cid=2227586263199115792,https://www.lewman-vineyard.com/,5,5,6080 Bethel Heights Rd NW, Salem,OR,97304, USA,
Tempest Sol Winery,OPERATIONAL,ChIJCV5DPJgOkFQRZ5ZnVjJicMU,(425) 246-1419,"19495 144th Ave NE, Woodinville, WA 98072, USA",https://maps.google.com/?cid=14226979191200912999,http://www.tempestsol.com/,,,19495 144th Ave NE, Woodinville,WA,98072, USA,
Red Hills Cellars,OPERATIONAL,ChIJsTDQHwo9lVQRJejXXrvAXaA,(503) 332-3639,"2190 Joseph St, Medford, OR 97501, USA",https://maps.google.com/?cid=11555604129885186085,http://www.redhillscellars.com/,,,2190 Joseph St, Medford,OR,97501, USA,
King Estate Winery,OPERATIONAL,ChIJ545Wtpk9wVQRV0rwGv3yknM,(541) 685-5189,"80854 Territorial Hwy, Eugene, OR 97405, USA",https://maps.google.com/?cid=8327985829854071383,https://kingestate.com/,4.4,249,80854 Territorial Hwy, Eugene,OR,97405, USA,
Domaine Drouhin Oregon,OPERATIONAL,ChIJX2kc1TNBlVQR2ByNtkV6kkk,(503) 864-2700,"6750 NE Breyman Orchards Rd, Dayton, OR 97114, USA",https://maps.google.com/?cid=5301434151202528472,http://www.domainedrouhin.com/,4.7,174,6750 NE Breyman Orchards Rd, Dayton,OR,97114, USA,
Crooked Acres Vineyard,OPERATIONAL,ChIJ_UakGWQMllQRNgiEOSHJE6I,,"422 King Rd, Underwood, WA 98651, USA",https://maps.google.com/?cid=11678899403237886006,http://www.crookedacresvineyard.com/,5,2,422 King Rd, Underwood,WA,98651, USA,
FIGGINS Winery,OPERATIONAL,ChIJ5WXtlbFqolQRwUhfJ7FvVWE,(509) 522-7808,"2900 Melrose St, Walla Walla, WA 99362, USA",https://maps.google.com/?cid=7013634801359866049,http://www.figginswine.com/,4.7,21,2900 Melrose St, Walla Walla,WA,99362, USA,
Johan Vineyards,OPERATIONAL,ChIJKd2kUOKp6lQRY1WIzI2s7eo,(503) 623-8642,"4285 N Pacific Hwy W, Rickreall, OR 97371, USA",https://maps.google.com/?cid=16928376299377415523,http://www.johanvineyards.com/,4.8,68,4285 N Pacific Hwy W, Rickreall,OR,97371, USA,
RoxyAnn Winery,OPERATIONAL,ChIJHwFwV4l6z1QRRdDZLaKjH-8,(541) 776-2315,"3283 Hillcrest Rd, Medford, OR 97504, USA",https://maps.google.com/?cid=17230670616292085829,http://www.roxyann.com/,4.5,146,3283 Hillcrest Rd, Medford,OR,97504, USA,
Gresser Vineyard,OPERATIONAL,ChIJPyUzT_0WlVQRPplhbRhoBv8,(503) 679-3497,"37245 SW Nature Dr, Cornelius, OR 97113, USA",https://maps.google.com/?cid=18376489783655504190,,5,3,37245 SW Nature Dr, Cornelius,OR,97113, USA,
Bradley Vineyards,OPERATIONAL,ChIJPX_6LlZWwVQR6nWbJUrvLyE,(541) 584-2888,"1000 Azalea Dr, Elkton, OR 97436, USA",https://maps.google.com/?cid=2391393028894586346,http://www.bradleyvineyards.com/,4.9,14,1000 Azalea Dr, Elkton,OR,97436, USA,
Bledsoe Family Winery,OPERATIONAL,ChIJMd6qI9zHuFQR69YkHJF-JY4,(541) 797-6502,"550 SW Industrial Way Suite 198, Bend, OR 97702, USA",https://maps.google.com/?cid=10242732089231595243,http://bledsoefamilywinery.com/,4.9,48,550 SW Industrial Way Suite 198, Bend,OR,97702, USA,
Kolb Vineyards,OPERATIONAL,ChIJm3c7lPRAlVQRuaHtEOs-UN4,(408) 306-3579,"19100 NE Williamson Rd, Newberg, OR 97132, USA",https://maps.google.com/?cid=16019373053879099833,http://kolbvineyards.com/,5,1,19100 NE Williamson Rd, Newberg,OR,97132, USA,
Amity Vineyards,OPERATIONAL,ChIJJY-MdOhNlVQRCqCbnKtdtKM,(503) 835-2362,"18150 SE Amity Vineyards Rd, Amity, OR 97101, USA",https://maps.google.com/?cid=11796156315638407178,http://www.amityvineyards.com/,3.7,6,18150 SE Amity Vineyards Rd, Amity,OR,97101, USA,
Three Feathers Estate Vineyard,OPERATIONAL,ChIJ3w5KDFlFFmgRQlkhda-ySCo,(503) 538-1202,"19569 SW Finnigan Hill Rd, Hillsboro, OR 97123, USA",https://maps.google.com/?cid=3046881614570281282,https://threefeathersestate.com/,,,19569 SW Finnigan Hill Rd, Hillsboro,OR,97123, USA,
Eola Hills Legacy Estate Vineyard,OPERATIONAL,ChIJR4e3VYKq6lQRUlI3AbbBZLM,(503) 362-1546,"97301, 1600 Oak Grove Rd, Salem, OR 97304, USA",https://maps.google.com/?cid=12926669817908777554,https://eolahillswinery.com/legacy-estate-vineyard/,4.8,33, 1600 Oak Grove Rd, Salem,OR,97304, USA,
Carlton Hill Wine Company,OPERATIONAL,ChIJqYQgPMQ5lVQRNM6cGXLECi0,(503) 852-7060,"11511 NW Cummins Rd, Carlton, OR 97111, USA",https://maps.google.com/?cid=3245622475808886324,http://www.carltonhillwines.com/,4.9,8,11511 NW Cummins Rd, Carlton,OR,97111, USA,
Shea Wine Cellars,OPERATIONAL,ChIJC6Ie_E8MlVQROovkNZLri9U,(503) 241-6527,"12321 NE Hwy 240, Newberg, OR 97132, USA",https://maps.google.com/?cid=15387651565043354426,http://www.sheawinecellars.com/,4.6,19,12321 NE Hwy 240, Newberg,OR,97132, USA,
Fairsing Vineyard,OPERATIONAL,ChIJxbY40Hw-lVQRcE6VfzFBDi8,(503) 560-8266,"20881 NE Laughlin Rd, Yamhill, OR 97148, USA",https://maps.google.com/?cid=3390719250306256496,http://www.fairsingvineyard.com/,4.6,54,20881 NE Laughlin Rd, Yamhill,OR,97148, USA,
Ayoub Wines,OPERATIONAL,ChIJrUrHOAJBlVQRpVQFxJCE6gA,(503) 805-2154,"9650 NE Keyes Ln, Dundee, OR 97115, USA",https://maps.google.com/?cid=66010901849134245,http://ayoubwines.com/,4.9,26,9650 NE Keyes Ln, Dundee,OR,97115, USA,
Lumos Wine Co.,OPERATIONAL,ChIJhfpqHHY5wFQRbjZipl371Hk,(541) 929-3519,"24000 Cardwell Hill Dr, Philomath, OR 97370, USA",https://maps.google.com/?cid=8778917953293923950,http://www.lumoswine.com/,4.7,50,24000 Cardwell Hill Dr, Philomath,OR,97370, USA,
Anacréon Winery,OPERATIONAL,ChIJg_dRP8A_lVQROheNluzN7_c,(503) 550-8461,"17571 NE Calkins Ln, Newberg, OR 97132, USA",https://maps.google.com/?cid=17865724662823851834,http://www.anacreonwinery.com/,5,3,17571 NE Calkins Ln, Newberg,OR,97132, USA,
Cowhorn Vineyard & Garden,OPERATIONAL,ChIJIT_AX-6Zz1QRQ3glF9XESEo,(541) 899-6876,"1665 Eastside Rd, Jacksonville, OR 97530, USA",https://maps.google.com/?cid=5352744576625244227,http://cowhornwine.com/,4.5,31,1665 Eastside Rd, Jacksonville,OR,97530, USA,
Christopher Bridge Wines,OPERATIONAL,ChIJBeD_m8R6lVQRoiirtxSFVoY,(503) 263-6267,"12770 S Casto Rd, Oregon City, OR 97045, USA",https://maps.google.com/?cid=9680070773106747554,http://christopherbridgewines.com/,4.8,36,12770 S Casto Rd, Oregon City,OR,97045, USA,
Legacy Estate Vineyard,OPERATIONAL,ChIJ0Wg7T5yq6lQRJKYZZfiLfNY,(503) 362-1546,"1600 Oak Grove Rd, Salem, OR 97304, USA",https://maps.google.com/?cid=15455381920193029668,https://www.exploretock.com/legacyestatevineyards/,4.7,76,1600 Oak Grove Rd, Salem,OR,97304, USA,
Melrose Vineyards,OPERATIONAL,ChIJYfhpxJ8XxFQRAwkr3wlYVrk,(541) 672-6080,"885 Melqua Rd, Roseburg, OR 97471, USA",https://maps.google.com/?cid=13354958544435874051,http://www.melrosevineyards.com/?utm_source=google-gmb-maps&utm_medium=gmb-website-button&utm_campaign=locl.io&utm_content=a412376d-a057-404b-90ab-6d8c6a497b52,4.8,82,885 Melqua Rd, Roseburg,OR,97471, USA,
"Lachini Winery & Tasting Bar ~ Tualatin, OR",OPERATIONAL,ChIJfVYcM25tlVQRU1yfpiZBh1c,(503) 864-4553,"19930 SW 112th Ave, Tualatin, OR 97062, USA",https://maps.google.com/?cid=6307081437415693395,https://www.lachinivineyards.com/,3.3,3,19930 SW 112th Ave, Tualatin,OR,97062, USA,
Schultz Wines,OPERATIONAL,ChIJdW4z1FCGz1QRpEgO5GsmqE8,(541) 414-8448,"755 Slagle Creek Rd, Grants Pass, OR 97527, USA",https://maps.google.com/?cid=5739879969913194660,http://www.schultzwines.com/,5,13,755 Slagle Creek Rd, Grants Pass,OR,97527, USA,
King's Raven Winery,OPERATIONAL,ChIJkZDN3XNwlVQRs2xTRTOSt8E,(503) 505-6873,"11603 S New Era Rd, Oregon City, OR 97045, USA",https://maps.google.com/?cid=13958786318962224307,http://kingsravenwine.com/,4.8,64,11603 S New Era Rd, Oregon City,OR,97045, USA,
